root,count,forms
رحم,339,رَّحِيمٌ(56);رَحْمَةً(34);رَّحْمَٰنِ(33);رَّحِيمُ(28);رَحْمَتِ(21);رَّحْمَٰنُ(21);رَّحِيمًا(16);رَحْمَةٌ(12);رَحْمَةٍ(11);رَحْمَتُ(9);تُرْحَمُ(8);رَّحْمَتِ(7);أَرْحَامِ(6);رَّحِيمِ(6);رَّٰحِمِينَ(6);رَحْمَتَ(5);رَّحْمَةِ(5);ٱرْحَمْ(5);أَرْحَامُ(4);أَرْحَمُ(4);رَحِمَ(3);رَحِيمًا(3);رَحْمَةِ(3);رَّحِمَ(3);رَّحْمَٰنَ(3);أَرْحَامَ(2);تَرْحَمْ(2);رَحِمْ(2);رَّحِيمٌۢ(2);رَّحِيمٍ(2);رَّحْمَةً(2);رَّحْمَةَ(2);يَرْحَمُ(2);يَرْحَمْ(2);رَحِيمٌ(1);رَحْمَةَ(1);رُحَمَآءُ(1);رُحْمًا(1);رَّحِيمًۢا(1);رَّحْمَةٍ(1);رَّحْمَةُ(1);مَرْحَمَةِ(1);يَرْحَمَ(1)
أنس,338,نَّاسِ(151);نَّاسَ(48);نَّاسُ(42);إِنسَٰنَ(27);إِنسَٰنُ(27);إِنسِ(12);إِنسَٰنِ(10);ءَانَسْ(4);إِنسٌ(3);أُنَاسٌ(2);أُنَاسٍ(2);إِنسُ(2);ءَانَسَ(1);أَنَاسِىَّ(1);أُنَاسٍۭ(1);إِنسَ(1);إِنسَٰنٍ(1);إِنسِيًّا(1);تَسْتَأْنِسُ(1);مُسْتَـْٔنِسِينَ(1)
رأي,328,يَرَ(44);تَرَ(43);رَءَيْ(34);تَرَى(20);رَأَ(19);رَءَا(17);رَأَيْ(16);تَرَىٰ(15);أَرَىٰ(14);نَرَىٰ(14);يُرِي(9);تَرَىٰٓ(8);يَرَىٰ(7);نُرِيَ(6);أَرِ(5);أَرُ(4);يَرَى(4);أَرَيْ(3);رِئَآءَ(3);رُّءْيَا(3);يُرِيَ(3);أُو۟رِي(2);تَرَوُ(2);رَأَتْ(2);رُءْيَٰ(2);رَّءَا(2);نُرِي(2);يُرَآءُ(2);أَرَى(1);أَرَىٰكَ(1);أُرِي(1);تَرَآءَتِ(1);تَرَيِ(1);تَرَٰٓءَا(1);تُرِيَ(1);رَءَآ(1);رَأَىٰ(1);رَأَىٰٓ(1);رَأْىَ(1);رُءْيَا(1);رِءْيًا(1);رَّأْىِ(1);رُّءْيَآ(1);نَرَى(1);نُرِىَ(1);نُرِىٓ(1);نُّرِيَ(1);يَرَىٰٓ(1);يُرَ(1);يُرَىٰ(1);يُرَىٰٓ(1)
كتب,319,كِتَٰبِ(97);كِتَٰبَ(92);كِتَٰبٍ(19);كِتَٰبٌ(18);كُتِبَ(13);كِتَٰبًا(12);كِتَٰبُ(11);كَتَبَ(8);كَتَبْ(7);يَكْتُبُ(6);كُتُبِ(4);نَكْتُبُ(3);ٱكْتُبْ(3);تَكْتُبُ(2);كَاتِبٌ(2);كِتَابٌ(2);أَكْتُبُ(1);تُكْتَبُ(1);كَاتِبًا(1);كَاتِبٌۢ(1);كَاتِبُ(1);كَتَبَتْ(1);كَٰتِبُونَ(1);كَٰتِبِينَ(1);كُتُبٌ(1);كُتُبٍ(1);كِتَابٍ(1);كِتَابِ(1);كِتَٰبِى(1);كِتَٰبِيَ(1);مَكْتُوبًا(1);يَكْتُب(1);يَكْتُبَ(1);يَكْتُبْ(1);ٱكْتَتَبَ(1);ٱكْتُبُ(1)
هدي,316,يَهْدِى(44);هُدًى(43);هُدَىٰ(28);هَدَىٰ(23);يَهْدِي(13);يَهْتَدُ(12);هَدَيْ(11);تَهْتَدُ(9);مُهْتَدِينَ(9);يَهْدِ(9);يَهْدِيَ(8);هُدَى(7);يَهْدِىٓ(7);ٱهْتَدَىٰ(7);أَهْدَىٰ(6);مُّهْتَدُونَ(5);هَادٍ(5);هَدَى(5);هُدَىٰٓ(5);يَهْدُ(5);تَهْدِى(4);ٱهْتَدَ(4);مُهْتَدُونَ(3);هَدْىَ(3);يَهْتَدِى(3);أَهْدِ(2);مُهْتَدِ(2);هَدْىِ(2);هُدَا(2);هُدُ(2);ٱهْتَدَيْ(2);ٱهْدِ(2);أَهْدَىٰٓ(1);أَهْدِي(1);أَهْدِيَ(1);تَهْتَدِىٓ(1);تَهْدُ(1);تَهْدِىٓ(1);مُهْتَدِى(1);مُّهْتَدٍ(1);نَهْتَدِىَ(1);نَهْدِيَ(1);نَّهْدِى(1);هَادِ(1);هَادِىَ(1);هَادِيًا(1);هَدِيَّةٍ(1);هَدِيَّتِ(1);هَدْىُ(1);هَدْيًۢا(1);هَٰدِ(1);هَٰدِى(1);هُدِىَ(1);يَهِدِّىٓ(1);يُهْدَىٰ(1);ٱهْدُ(1)
ظلم,315,ظَّٰلِمِينَ(81);ظَلَمُ(44);ظَّٰلِمُونَ(25);يَظْلِمُ(16);أَظْلَمُ(15);يُظْلَمُ(15);ظُّلُمَٰتِ(12);ظَٰلِمِينَ(10);ظَٰلِمُونَ(8);ظُلْمًا(8);ظَلَمَ(7);ظَلَمْ(7);تُظْلَمُ(6);ظُلْمٍ(5);ظُلْمِ(5);ظَلَّٰمٍ(4);ظُلُمَٰتِ(4);ظَالِمٌ(3);ظُلُمَٰتٍ(3);ظُلِمُ(3);يَظْلِمَ(3);أَظْلَمَ(2);تَظْلِمُ(2);ظَالِمَةٌ(2);ظَالِمِىٓ(2);ظُّلُمَٰتُ(2);تَظْلِم(1);ظَالِمَةً(1);ظَلَمَتْ(1);ظَلُومًا(1);ظَلُومٌ(1);ظَلَّامٍ(1);ظَٰلِمَةٌ(1);ظُلُمَٰتٌ(1);ظُلُمَٰتٌۢ(1);ظُلِمَ(1);ظُلْمٌ(1);ظُلْمَ(1);ظَّالِمُ(1);ظَّالِمِ(1);ظَّلَمُ(1);ظَّلَمْ(1);مَظْلُومًا(1);مُظْلِمًا(1);مُّظْلِمُونَ(1);يَظْلِم(1);يَظْلِمْ(1)
نفس,298,أَنفُسِ(77);أَنفُسَ(59);نَفْسِ(41);نَفْسٍ(25);أَنفُسُ(17);نَفْسٌ(13);نَفْسًا(12);نَّفْسِ(12);نَفْسَ(10);نَّفْسَ(8);نَّفْسٍ(6);نَفْسٍۭ(5);نَفْسُ(3);نَفْسًۢا(2);نَفْسٌۢ(2);تَنَفَّسَ(1);مُتَنَٰفِسُونَ(1);نُفُوسِ(1);نَّفْسُ(1);نُّفُوسُ(1);يَتَنَافَسِ(1)
قبل,294,قَبْلِ(130);قَبْلُ(70);قَبْلَ(42);أَقْبَلَ(4);تَقَبَّلْ(3);قِبَلَ(3);مُّتَقَٰبِلِينَ(3);أَقْبَلُ(2);تُقُبِّلَ(2);تُقْبَلَ(2);قُبُلًا(2);قِبْلَةً(2);قِبْلَةَ(2);قِبْلَتَ(2);يَقْبَلُ(2);يُقْبَلَ(2);يُقْبَلُ(2);أَقْبَلَتِ(1);أَقْبَلْ(1);أَقْبِلْ(1);تَقَبَّلَ(1);تَقْبَلُ(1);قَابِلِ(1);قَبَآئِلَ(1);قَبُولٍ(1);قَبِيلًا(1);قَبِيلُ(1);قُبُلٍ(1);قِبَلِ(1);قِبْلَتِ(1);مُتَقَٰبِلِينَ(1);مُّسْتَقْبِلَ(1);نَتَقَبَّلُ(1);يَتَقَبَّلُ(1);يُتَقَبَّلَ(1);يُتَقَبَّلْ(1)
نزل,293,أَنزَلَ(66);أَنزَلْ(59);أُنزِلَ(48);نَزَّلَ(13);نَزَّلْ(12);يُنَزِّلُ(10);نُزِّلَ(7);تَنزِيلُ(6);أُنزِلَتْ(5);تَنزِيلًا(4);تَنزِيلٌ(4);نَزَلَ(4);نُزُلًا(4);يُنَزِّلْ(4);تَنَزَّلُ(3);مُنزِلِينَ(3);نُنَزِّلُ(3);يُنَزِّلَ(3);أَنزِلْ(2);تُنَزَّلَ(2);تُنَزِّلَ(2);مَنَازِلَ(2);مُنزِلُونَ(2);يَنزِلُ(2);يُنَزَّلَ(2);ءُنزِلَ(1);أُنزِلَتِ(1);أُنزِلُ(1);تَتَنَزَّلُ(1);تَنزِيلَ(1);تَنَزَّلَتْ(1);مُنزَلًا(1);مُنزَلِينَ(1);مُنَزَّلٌ(1);مُنَزِّلُ(1);نَتَنَزَّلُ(1);نَزْلَةً(1);نُزُلًۢا(1);نُزُلٌ(1);نُزُلُ(1);نُزِّلَتْ(1);نُنَزِّلْ(1);نَّزَّلَ(1);نُّزُلًا(1);يَتَنَزَّلُ(1);يُنَزَّلُ(1)
ذكر,292,ٱذْكُرُ(31);ذِكْرِ(25);تَذَكَّرُ(18);ذِكْرَىٰ(16);يَتَذَكَّرُ(14);ٱذْكُرْ(13);يَذَّكَّرُ(12);ذِكْرًا(11);ذِّكْرِ(11);ذِكْرٌ(10);يَذْكُرُ(10);ذَكِّرْ(7);ذُكِرَ(7);ذُكِّرُ(7);ذِّكْرَ(6);مُّدَّكِرٍ(6);تَذْكِرَةٌ(5);ذَكَرٍ(5);ذِكْرُ(5);ذِّكْرَىٰ(5);تَذْكُرُ(4);ذَكَرَ(4);تَتَذَكَّرُ(3);تَذْكِرَةً(3);ذِكْرَ(3);ذَّكَرَ(3);ذِّكْرُ(3);ٱذْكُر(3);ذَكَرُ(2);ذُكِّرَ(2);ذِكْرٍ(2);ذَّكَرَيْنِ(2);ذَّكَرُ(2);ذَّكَرِ(2);ذَّٰكِرِينَ(2);يَذَّكَّرَ(2);يُذْكَرَ(2);ٱذْكُرِ(2);أَذْكُرَ(1);أَذْكُرْ(1);تَذَكَّرَ(1);تَذْكِيرِ(1);تُذَكِّرَ(1);تَّذْكِرَةِ(1);ذَكَرْ(1);ذُكُورِ(1);ذُكِّرْ(1);ذُكْرَانًا(1);ذِكْرَى(1);ذَّٰكِرَٰتِ(1);ذُّكُورَ(1);ذُّكْرَانَ(1);ذِّكْرَىٰٓ(1);مُذَكِّرٌ(1);مَّذْكُورًا(1);نَذْكُرَ(1);يَتَذَكَّرَ(1);يُذْكَرُ(1);يُذْكَرِ(1);ٱدَّكَرَ(1)
حقق,287,حَقِّ(119);حَقُّ(52);حَقَّ(47);حَقًّا(17);حَقٌّ(17);أَحَقُّ(9);حَقٍّ(7);حَقَّتْ(5);حَآقَّةُ(3);حُقَّتْ(2);يُحِقَّ(2);يُحِقُّ(2);ٱسْتَحَقَّ(2);أَحَقَّ(1);حَقِيقٌ(1);يَحِقَّ(1)
كذب,282,كَذَّبُ(67);تُكَذِّبَ(31);كَذَّبَ(27);مُكَذِّبِينَ(19);كَذِبًا(15);كَذَّبَتْ(14);يُكَذِّبُ(14);كَذِبَ(13);كَٰذِبُونَ(13);كَٰذِبِينَ(13);تُكَذِّبُ(10);كَذَّبْ(6);كَذَبُ(4);كَذَّابٌ(4);كَذِبِ(3);كَذَبَ(2);كَٰذِبًا(2);كَٰذِبٌ(2);كُذِّبَ(2);كُذِّبَتْ(2);يَكْذِبُ(2);تَكْذِبُ(1);تَكْذِيبٍ(1);كَاذِبَةٌ(1);كَذَبَتْ(1);كَذِبٍ(1);كَذِبُ(1);كَذَّابُ(1);كَٰذِبَةٍ(1);كُذِبُ(1);كُذِّبُ(1);كِذَّابًا(1);كِذَّٰبًا(1);مَكْذُوبٍ(1);مُكَذِّبُونَ(1);مُّكَذِّبِينَ(1);نُكَذِّبَ(1);نُكَذِّبُ(1)
جيأ,278,جَآءَ(171);جَآءَتْ(42);جِئْ(38);جَآءُ(22);جَآءَتِ(2);جِا۟ىٓءَ(2);أَجَآءَ(1)
عبد,275,عِبَادِ(75);تَعْبُدُ(31);ٱعْبُدُ(31);يَعْبُدُ(26);عِبَادَ(12);أَعْبُدُ(8);عَبْدِ(8);عِبَادَتِ(7);عَبْدًا(6);أَعْبُدَ(5);عَبِيدِ(5);عَبْدَ(5);عَبْدُ(5);عَٰبِدُونَ(5);عَٰبِدِينَ(5);ٱعْبُدْ(5);نَعْبُدُ(4);عِبَادُ(3);عَبَدْ(2);عَبْدٌ(2);عَبْدٍ(2);عِبَادًا(2);عِبَادٌ(2);نَعْبُدَ(2);نَّعْبُدَ(2);تَعْبُدِ(1);تَّعْبُدُ(1);عَابِدٌ(1);عَبَد(1);عَبَدَ(1);عَبَّد(1);عَبْدَيْنِ(1);عَٰبِدَٰتٍ(1);عِبَادَةِ(1);عِبَٰدَ(1);عِبَٰدَتِ(1);عِبَٰدُ(1);عِبَٰدِ(1);يُعْبَدُ(1);ٱعْبُدِ(1)
أخذ,273,أَخَذْ(34);ٱتَّخَذُ(30);أَخَذَ(21);ٱتَّخَذَ(21);تَتَّخِذُ(20);أَخَذَتْ(13);خُذُ(13);يَتَّخِذُ(11);ٱتَّخَذْ(10);يَأْخُذُ(9);تَأْخُذُ(8);يَتَّخِذَ(8);خُذْ(7);يُؤَاخِذُ(7);يَأْخُذَ(6);تَّخَذْ(3);نَتَّخِذَ(3);يُؤْخَذُ(3);ٱتَّخِذُ(3);أَتَّخِذُ(2);أَخَذَتِ(2);أَخْذَ(2);أُخِذُ(2);تَأْخُذْ(2);تُؤَاخِذْ(2);خُذِ(2);نَّتَّخِذَ(2);يَتَّخِذِ(2);يَتَّخِذْ(2);يُؤْخَذْ(2);ٱتَّخَذَتْ(2);ءَاخِذٌۢ(1);ءَاخِذِينَ(1);أَتَّخِذَ(1);أَتَّخِذْ(1);أَخْذًا(1);أَخْذَةً(1);أَخْذُ(1);أَخْذِ(1);أُخِذَ(1);تَتَّخِذَ(1);ـَٔاخِذِي(1);مُتَّخِذَ(1);مُتَّخِذَٰتِ(1);مُتَّخِذِىٓ(1);نَّأْخُذَ(1);يَأْخُذْ(1);ٱتَّخِذِ(1);ٱتَّخِذْ(1);ٱتِّخَاذِ(1)
خلق,261,خَلَقَ(94);خَلَقْ(52);يَخْلُقُ(16);خَلْقَ(15);خَلْقِ(14);خَلْقٍ(9);خَلْقًا(7);خَلْقُ(7);خَٰلِقُ(5);خُلِقَ(5);خَلَقُ(4);تَخْلُقُ(3);خَلَٰقِ(3);يُخْلَقُ(3);خَلَٰقٍ(2);خَلَّٰقُ(2);خَٰلِقٌۢ(2);خَٰلِقُونَ(2);خَٰلِقِينَ(2);يَخْلُقَ(2);أَخْلُقُ(1);خَلَٰقَ(1);خَٰلِقٍ(1);خُلُقٍ(1);خُلُقُ(1);خُلِقَتْ(1);خُلِقُ(1);مُخَلَّقَةٍ(1);مُّخَلَّقَةٍ(1);نَخْلُق(1);يُخْلَقْ(1);ٱخْتِلَٰقٌ(1)
وقي,258,ٱتَّقُ(78);مُتَّقِينَ(43);تَتَّقُ(30);يَتَّقُ(19);ٱتَّقَ(19);تَّقْوَىٰ(12);مُتَّقُونَ(6);يَتَّقِ(6);ٱتَّقَىٰ(6);قِ(5);وَقَىٰ(5);تَقِيًّا(3);تَقْوَىٰ(3);وَاقٍ(3);ٱتَّقِ(3);تَقِي(2);يُوقَ(2);أَتْقَى(1);أَتْقَىٰ(1);تَقِ(1);تَقْوَى(1);تُقَاتِ(1);تُقَىٰةً(1);تَّقْوَىٰٓ(1);قُ(1);يَتَّقِى(1);يَتَّقْ(1);ٱتَّقَىٰٓ(1);ٱتَّقَيْ(1);ٱتَّقِي(1)
أخر,250,ءَاخِرَةِ(92);ءَاخِرِ(24);أُخْرَىٰ(23);ءَاخَرِينَ(16);ءَاخِرَةَ(13);ءَاخَرَ(11);ءَاخِرَةُ(10);ءَاخِرِينَ(10);ءَاخَرُونَ(5);ءَاخِرَ(4);أَخَّرْ(4);أُخَرَ(4);يَسْتَـْٔخِرُ(4);ءَاخَرُ(3);أُخْرَىٰٓ(3);يُؤَخِّرُ(3);ءَاخِرُ(2);تَأَخَّرَ(2);يُؤَخِّرَ(2);ءَاخَرَانِ(1);ءَاخَرِ(1);أَخَّرَ(1);أَخَّرَتْ(1);أَخِّرْ(1);أُخَرُ(1);تَسْتَـْٔخِرُ(1);ـَٔاخَرَانِ(1);ـَٔاخَرِينَ(1);مُسْتَـْٔخِرِينَ(1);نُؤَخِّرُ(1);يَتَأَخَّرَ(1);يَسْتَأْخِرُ(1);يُؤَخَّرُ(1);يُؤَخِّرْ(1)
أمر,248,أَمْرِ(67);أَمْرُ(42);أَمْرَ(19);يَأْمُرُ(19);أَمْرًا(17);أُمِرْ(14);أَمَرَ(12);تَأْمُرُ(9);أَمْرٍ(7);أُمُورُ(7);أُمُورِ(5);أَمَرْ(4);أْمُرْ(4);تُؤْمَرُ(4);أُمِرُ(3);ءَامُرَ(2);يُؤْمَرُ(2);ءَامُرُ(1);ءَامِرُونَ(1);أَمَرُ(1);أَمَّارَةٌۢ(1);أَمْرٌ(1);أُمُورَ(1);أْتَمِرُ(1);إِمْرًا(1);تَأْمُرِينَ(1);يَأْتَمِرُ(1);يَأْمُرَ(1)
بعد,235,بَعْدِ(128);بَعْدَ(62);بَعِيدٍ(14);بَعْدُ(9);بَعِيدًا(6);بُعْدًا(6);بَعِيدٌ(2);بَعِيدُ(2);بَعُدَتْ(1);بَعِدَتْ(1);بَعِيدِ(1);بَٰعِدْ(1);بُعْدَ(1);مُبْعَدُونَ(1)
غفر,234,غَفُورٌ(59);غَفُورًا(20);ٱغْفِرْ(17);يَغْفِرُ(14);غَفُورُ(11);يَغْفِرَ(11);مَّغْفِرَةٌ(10);يَغْفِرْ(10);ٱسْتَغْفِرْ(9);ٱسْتَغْفِرُ(8);يَسْتَغْفِرُ(7);مَغْفِرَةٌ(5);مَغْفِرَةٍ(5);مَغْفِرَةِ(4);تَسْتَغْفِرْ(3);تَغْفِرْ(3);غَفَرَ(3);مَّغْفِرَةً(3);أَسْتَغْفِرُ(2);غَفَّٰرُ(2);نَّغْفِرْ(2);ٱسْتَغْفَرَ(2);ٱسْتَغْفَرُ(2);ٱسْتَغْفِرِ(2);أَسْتَغْفِرَ(1);تَسْتَغْفِرُ(1);تَغْفِرَ(1);تَغْفِرُ(1);سْتَغْفَرْ(1);غَافِرِ(1);غَفَرْ(1);غَفُورٍ(1);غَفَّارًا(1);غَفَّارٌ(1);غَفَّٰرِ(1);غَٰفِرِينَ(1);غُفْرَانَ(1);مَغْفِرَةً(1);مُسْتَغْفِرِينَ(1);يَسْتَغْفِرِ(1);يَسْتَغْفِرْ(1);يُغْفَرُ(1);يُغْفَرْ(1);ٱسْتِغْفَارُ(1)
ولي,232,تَوَلَّ(30);أَوْلِيَآءَ(29);تَوَلَّىٰ(17);مَوْلَىٰ(15);وَلِيًّا(13);يَتَوَلَّ(12);وَلِىٍّ(11);أَوْلَىٰ(9);تَوَلَّيْ(8);أَوْلِيَآءُ(7);وَلِيُّ(7);وَلَّ(6);تُوَلُّ(5);وَلِىُّ(5);أَوْلِيَآؤُ(4);تَتَوَلَّ(4);وَلِىٌّ(4);وَلَّىٰ(4);يُوَلُّ(4);تَوَلَّىٰٓ(3);وَلِّ(3);أَوْلِيَآئِ(2);مَوَٰلِىَ(2);وَلِيِّ(2);وَلَّيْ(2);وَلُّ(2);يَتَوَلَّىٰ(2);أَوْلَى(1);أَوْلَىٰٓ(1);أَوْلَيَٰنِ(1);تَوَلَّا(1);مَوَٰلِي(1);مَوْلًى(1);مَوْلَى(1);مُوَلِّي(1);مَّوْلًى(1);نُوَلِّ(1);نُوَلِّى(1);نُوَلِّيَ(1);وَالٍ(1);وَلَٰيَةُ(1);وَلَٰيَتِ(1);وَلِىِّ(1);وَلِۦِّ(1);يَتَوَلَّى(1);يَلُ(1);يُوَلِّ(1)
دعو,212,تَدْعُ(34);يَدْعُ(32);ٱدْعُ(32);دَعَا(10);دَعَ(8);يَدْعُو(7);دَعَوْ(5);دُعَآءِ(5);يَدْعُوا۟(5);تَدْعُو(4);دَعْوَىٰ(4);أَدْعُوا۟(3);تُدْعَ(3);دُعَآءَ(3);دُعُ(3);دَّاعِ(3);دُّعَآءَ(3);نَدْعُوا۟(3);يَدْعُوٓا۟(3);يُدْعَ(3);أَدْعُو(2);تَدَّعُ(2);دَاعِىَ(2);دُعَآئِ(2);دُّعَآءِ(2);نَدْعُ(2);أَدْعُوٓا۟(1);أَدْعِيَآءَ(1);أَدْعِيَآئِ(1);تَدْعُوا۟(1);تُدْعَىٰٓ(1);دَاعِيًا(1);دَعَآ(1);دَعْوَةً(1);دَعْوَةٌ(1);دَعْوَةَ(1);دَعْوَةُ(1);دَعْوَتَ(1);دُعَآءً(1);دُعَآءٍ(1);دُعَآءُ(1);دُعَآؤُ(1);دُعَٰٓؤُا۟(1);دُعِىَ(1);دُعِي(1);دَّاعِىَ(1);دَّعَوَ(1);دَّعْوَتُ(1);نَدْعُو(1);نَّدْعُوا۟(1);نَّدْعُوَا۟(1);يَدَّعُ(1);يُدْعَىٰٓ(1)
حكم,210,حَكِيمٌ(35);حَكِيمُ(33);حَكِيمًا(16);يَحْكُمُ(15);حِكْمَةَ(13);حُكْمُ(10);حَكِيمِ(9);حُكْمًا(8);يَحْكُمَ(8);حُكْمِ(7);ٱحْكُم(7);تَحْكُمُ(6);حَٰكِمِينَ(5);حُكْمَ(5);حِكْمَةِ(5);حَكِيمٍ(4);حَكَمًا(3);يَحْكُم(3);حَكَمْ(2);يُحَكِّمُ(2);أَحْكَمُ(1);أَحْكَمِ(1);أَحْكُمُ(1);أُحْكِمَتْ(1);تَحْكُمَ(1);حَكَمَ(1);حُكَّامِ(1);حِكْمَةٌۢ(1);حِكْمَةٍ(1);مُّحْكَمَةٌ(1);مُّحْكَمَٰتٌ(1);يَتَحَاكَمُ(1);يَحْكُمْ(1);يُحْكِمُ(1)
ملك,206,مَلَٰٓئِكَةُ(31);مُلْكُ(29);مَلَٰٓئِكَةِ(22);يَمْلِكُ(18);مَلَكَتْ(15);مَلَٰٓئِكَةَ(9);مُلْكِ(8);مَلَكٌ(6);مَلِكُ(6);مُلْكَ(6);أَمْلِكُ(5);تَمْلِكُ(4);مَلِكِ(4);مَلَكًا(3);مَلَٰٓئِكَةً(3);مَلَٰٓئِكَتِ(3);مَلَكَيْنِ(2);مَلَكُ(2);مَلَكُوتُ(2);مَلَٰٓئِكَةٌ(2);مَلِكًا(2);مُلْكًا(2);تَمْلِكَ(1);مَلَكُوتَ(1);مَلَكُوتِ(1);مَلَكْ(1);مَلَٰٓئِكَتَ(1);مَلَٰٓئِكَتُ(1);مَلِيكٍ(1);مَلْكِ(1);مَٰلِكَ(1);مَٰلِكُ(1);مَٰلِكُونَ(1);مَٰلِكِ(1);مُلُوكَ(1);مُلْكٍ(1);مَّلَكٍ(1);مَّلَكُ(1);مَّلَٰٓئِكَةً(1);مَّلِكٌ(1);مَّمْلُوكًا(1);مُّلُوكًا(1);مُّلْكًا(1);مُّلْكُ(1)
جنن,201,جَنَّٰتٍ(41);جَنَّةِ(29);جَنَّةَ(19);جِنِّ(16);جَنَّٰتِ(11);جَنَّٰتُ(9);جَنَّةُ(8);جَنَّٰتٌ(7);مَجْنُونٌ(6);جَآنٌّ(5);جَنَّةٍ(4);جَنَّتَيْنِ(4);جِنَّةِ(4);جَنَّةٌ(3);جَنَّتَانِ(3);جِنَّ(3);جِنُّ(3);مَجْنُونٍ(3);جَآنَّ(2);جَنَّتَ(2);جَنَّتِ(2);جُنَّةً(2);جِنَّةٌۢ(2);جِنَّةٍ(2);أَجِنَّةٌ(1);جَنَّ(1);جَنَّاتِ(1);جَنَّةً(1);جَنَّةٍۭ(1);جَنَّتَيْ(1);جَنَّتُ(1);جِنَّةٌ(1);جِنَّةُ(1);مَّجْنُونٌ(1);مَّجْنُونٍۭ(1)
عند,201,عِندَ(154);عِندِ(43);عَنِيدٍ(3);عَنِيدًا(1)
خير,196,خَيْرٌ(81);خَيْرًا(37);خَيْرُ(22);خَيْرٍ(20);خَيْرِ(11);خَيْرَٰتِ(8);خَيْرَ(5);أَخْيَارِ(2);خِيَرَةُ(2);ٱخْتَرْ(2);تَخَيَّرُ(1);خَيْرَٰتٌ(1);خَيْرَٰتُ(1);يَتَخَيَّرُ(1);يَخْتَارُ(1);ٱخْتَارَ(1)
حسن,194,مُحْسِنِينَ(33);أَحْسَنُ(26);أَحْسَنَ(20);حَسَنًا(18);حُسْنَىٰ(15);حَسَنَةً(8);حَسَنَةٌ(8);حَسَنَةِ(8);أَحْسَنِ(5);إِحْسَٰنًا(5);حُسْنًا(4);حُسْنَ(4);حُسْنُ(4);مُحْسِنٌ(4);إِحْسَٰنٍ(3);أَحْسَن(2);إِحْسَٰنِ(2);حَسَنَةُ(2);حَسَنَٰتِ(2);حَسُنَتْ(2);أَحْسِن(1);أَحْسِنُ(1);إِحْسَانًا(1);إِحْسَٰنُ(1);تُحْسِنُ(1);حَسَنٍ(1);حَسَنَةٍ(1);حَسَنَةَ(1);حَسَنَٰتٍ(1);حَسُنَ(1);حُسْنًۢا(1);حُسْنَى(1);حُسْنَىٰٓ(1);حُسْنَيَيْنِ(1);حِسَانٌ(1);حِسَانٍ(1);مُحْسِنَٰتِ(1);مُّحْسِنُونَ(1);يُحْسِنُ(1)
نور,194,نَّارِ(71);نَّارُ(24);نَارًا(19);نَّارَ(11);نُّورِ(10);نُورًا(9);نُورِ(5);نَّارٍ(5);نَارٌ(4);نَارُ(4);نَارِ(4);نُورَ(4);نُورُ(4);نَارَ(3);نُورٌ(3);مُنِيرِ(2);مُّنِيرًا(2);مُّنِيرٍ(2);نُورٍ(2);نُّورَ(2);نُّورُ(2);نُّورٌ(1);نُّورٍ(1)
ضلل,191,ضَلَّ(26);ضَلَٰلٍ(24);يُضِلُّ(23);أَضَلُّ(13);ضَلُّ(12);أَضَلَّ(11);يُضِلَّ(9);يُضْلِلِ(9);يَضِلُّ(7);ضَّآلِّينَ(6);ضَلَٰلًۢا(4);يُضْلِلْ(4);ضَلَلْ(3);ضَلَٰلٍۭ(3);ضَّآلُّونَ(3);ضَّلَٰلَةَ(3);ضَّلَٰلُ(3);أَضْلَلْ(2);تَضِلُّ(2);ضَآلُّونَ(2);ضَآلِّينَ(2);ضَلَٰلًا(2);ضَلَٰلَتِ(2);ضَّلَٰلَةُ(2);أَضِلُّ(1);أُضِلَّ(1);تَضِلَّ(1);تَضْلِيلٍ(1);تُضِلُّ(1);ضَآلًّا(1);ضَلَٰلَةٌ(1);ضَلَٰلِ(1);ضَّلَٰلَةِ(1);ضَّلَٰلِ(1);مُضِلِّينَ(1);مُّضِلٌّ(1);مُّضِلٍّ(1);يُضَلُّ(1)
حيي,189,حَيَوٰةِ(40);حَيَوٰةُ(15);حَيَوٰةَ(12);يُحْىِۦ(11);أَحْيَا(9);يَحْيَىٰ(8);يُحْىِ(7);يُحْيِي(7);حَىِّ(6);أَحْيَيْ(5);حَىَّ(5);حَيًّا(5);تَحِيَّتُ(3);حَىُّ(3);حَيَاتُ(3);يَسْتَحْىِۦ(3);يَسْتَحْيُ(3);أَحْيَآءٌ(2);أَحْيَٰ(2);تَحِيَّةً(2);حَيَاتِ(2);حَيَوٰةً(2);مُحْىِ(2);نَحْيَا(2);نُحْىِۦ(2);يُحْۦِىَ(2);أَحْيَآءً(1);أَحْيَآءٍ(1);أَحْيَآءُ(1);أُحْىِ(1);أُحْىِۦ(1);تَحِيَّةٍ(1);تَحْيَ(1);تُحْىِ(1);حَىٍّ(1);حَيَوَانُ(1);حَيَوٰةٌ(1);حَيَوٰةٍ(1);حَيَّ(1);حَيَّةٌ(1);حَيُّ(1);حُيِّي(1);مَحْيَا(1);مَّحْيَا(1);نَسْتَحْىِۦ(1);نُحْىِ(1);نُحْيِيَ(1);نُحْۦِىَ(1);يَسْتَحْىِۦٓ(1);يُحَيِّ(1);ٱسْتَحْيُ(1);ٱسْتِحْيَآءٍ(1)
